Papel;Cotação;Tipo;Data últ cot;Empresa;Min 52 sem;Setor;Max 52 sem;Subsetor;Vol $ méd (2m);Valor de mercado;Últ balanço processado;Valor da firma;Nro. Ações;P/L;LPA;P/VP;VPA;P/EBIT;Marg. Bruta;PSR;Marg. EBIT;P/Ativos;Marg. Líquida;P/Cap. Giro;EBIT / Ativo;P/Ativ Circ Liq;ROIC;Div. Yield;ROE;EV / EBITDA;Liquidez Corr;EV / EBIT;Div Br/ Patrim;Cres. Rec (5a);Giro Ativos;Ativo;Dív. Bruta;Disponibilidades;Dív. Líquida;Ativo Circulante;Patrim. Líq;Receita Líquida;EBIT;Lucro Líquido
CMIG4;14,96;PN N1;21/02/2020;CEMIG PN N1;12,28;Energia Elétrica;15,97;Energia Elétrica;111.095.000;21.822.900.000;30/09/2019;35.448.800.000;1.458.750.000;6,01;2,49;1,27;11,80;4,64;22,9%;0,89;19,2%;0,44;15,0%;8,65;9,4%;-0,97;10,1%;4,8%;21,1%;6,29;1,32;7,54;0,88;3,9%;0,49;50.062.700.000;15.184.300.000;1.558.450.000;13.625.900.000;10.297.600.000;17.207.300.000;6.070.790.000;-81.830.000;-281.986.000
CNTO3;50,51;ON NM;21/02/2020;CENTAURO ON NM;11,00;Comércio;50,93;Tecidos, Vestuário e Calçados;80.851.600;10.614.200.000;30/09/2019;10.603.800.000;210.141.000;0,00;0,00;10,71;4,72;-;-;-;-;3,19;-;46,19;0,0%;-8,96;-;0,0%;-;-;1,25;-;0,04;-;-;3.323.220.000;35.039.000;45.432.000;-10.393.000;1.146.940.000;991.151.000;621.003.000;53.328.000;38.345.000
COCE3;52,00;ON;14/01/2020;CIA ENERG CEARA - COELCE ON;42,00;Energia Elétrica;52,08;Energia Elétrica;762;4.048.460.000;31/12/2019;6.064.260.000;77.855.000;10,00;5,20;1,30;40,00;7,64;14,1%;0,75;9,9%;0,47;7,5%;36,79;6,1%;-1,19;6,9%;3,6%;13,0%;7,57;1,05;11,45;0,70;7,8%;0,62;8.664.710.000;2.184.430.000;168.638.000;2.015.800.000;2.159.730.000;3.114.050.000;1.562.610.000;251.887.000;205.584.000
COCE5;63,15;PNA;21/02/2020;CIA ENERG CEARA - COELCE PNA;46,85;Energia Elétrica;64,27;Energia Elétrica;2.806.200;4.916.540.000;31/12/2019;6.932.340.000;77.855.000;12,14;5,20;1,58;40,00;9,28;14,1%;0,91;9,9%;0,57;7,5%;44,68;6,1%;-1,45;6,9%;3,0%;13,0%;8,66;1,05;13,09;0,70;7,8%;0,62;8.664.710.000;2.184.430.000;168.638.000;2.015.800.000;2.159.730.000;3.114.050.000;1.562.610.000;251.887.000;205.584.000
COGN3;11,05;ON;21/02/2020;COGNA ON;8,72;Diversos;13,62;Educacional;189.145.000;20.736.500.000;30/09/2019;31.610.600.000;1.876.610.000;40,13;0,28;1,29;8,56;23,81;62,6%;2,95;12,4%;0,63;7,3%;12,26;2,7%;-1,63;2,7%;1,0%;3,2%;15,84;1,76;36,30;0,70;8,0%;0,21;32.712.800.000;11.294.200.000;420.151.000;10.874.100.000;3.916.250.000;16.062.500.000;1.515.760.000;94.353.000;20.386.000
CPFE3;37,74;ON;21/02/2020;CPFL ENERGIA S.A. ON;27,98;Energia Elétrica;39,20;Energia Elétrica;91.057.600;43.486.100.000;30/09/2019;60.605.700.000;1.152.250.000;17,64;2,14;3,19;11,85;9,56;21,9%;1,52;15,9%;0,97;9,0%;45,39;10,2%;-2,22;11,9%;1,1%;18,1%;10,27;1,09;13,32;1,49;11,8%;0,64;44.624.300.000;20.351.400.000;3.231.730.000;17.119.700.000;11.068.200.000;13.649.400.000;7.746.480.000;1.244.330.000;676.957.000
CPLE3;85,14;ON;21/02/2020;COPEL ON;29,39;Energia Elétrica;85,63;Energia Elétrica;14.950.000;23.299.000.000;30/09/2019;32.209.300.000;273.655.000;13,00;6,55;1,34;63,77;7,00;27,2%;1,50;21,5%;0,63;12,0%;12,39;9,1%;-1,91;10,1%;3,0%;10,3%;7,56;1,39;9,68;0,63;1,1%;0,42;36.725.200.000;10.938.200.000;2.027.920.000;8.910.250.000;6.748.400.000;17.451.900.000;4.253.720.000;1.030.910.000;571.663.000
CPLE6;76,87;PNB;21/02/2020;COPEL PNB;32,64;Energia Elétrica;77,91;Energia Elétrica;70.505.600;21.035.900.000;30/09/2019;29.946.100.000;273.655.000;11,74;6,55;1,21;63,77;6,32;27,2%;1,36;21,5%;0,57;12,0%;11,19;9,1%;-1,73;10,1%;3,7%;10,3%;7,03;1,39;9,00;0,63;1,1%;0,42;36.725.200.000;10.938.200.000;2.027.920.000;8.910.250.000;6.748.400.000;17.451.900.000;4.253.720.000;1.030.910.000;571.663.000
CPRE3;17,11;ON NM;21/02/2020;CPFL RENOVAV ON NM;12,37;Energia Elétrica;19,76;Energia Elétrica;4.717;8.919.700.000;30/09/2019;13.178.000.000;521.315.000;100,50;0,17;2,01;8,50;10,24;46,8%;4,79;46,8%;0,75;5,3%;-66,62;7,4%;-1,51;8,1%;0,0%;2,0%;9,47;0,91;15,12;1,17;7,9%;0,16;11.833.600.000;5.170.780.000;912.510.000;4.258.270.000;1.381.620.000;4.432.400.000;599.056.000;271.555.000;121.191.000
CRDE3;40,99;ON;21/02/2020;CR2 ON;17,92;Construção e Engenharia;41,99;Construção Civil;14.415;99.277.800;30/09/2019;72.254.800;2.422.000;-7,86;-5,22;0,63;65,47;-8,05;-9,4%;3,25;-40,4%;0,55;-56,7%;2,33;-6,8%;3,37;-8,2%;0,0%;-8,0%;-5,87;5,61;-5,86;-;-5,3%;0,17;180.937.000;0;27.023.000;-27.023.000;51.744.000;158.573.000;378.000;-2.634.000;-1.327.000
CRFB3;21,50;ON NM;21/02/2020;CARREFOUR BR ON NM;18,02;Comércio e Distribuição;24,55;Alimentos;75.661.500;42.659.100.000;31/12/2019;41.534.100.000;1.984.140.000;42,11;0,51;3,16;6,81;11,58;20,7%;0,71;6,1%;0,95;2,2%;20,35;8,2%;-5,30;13,6%;1,3%;7,5%;8,73;1,10;11,28;0,33;8,1%;1,34;44.912.000.000;4.484.000.000;5.609.000.000;-1.125.000.000;22.155.000.000;13.504.000.000;17.011.000.000;1.175.000.000;636.000.000
CRIV3;5,82;ON;21/02/2020;ALFA FINANCEIRA ON;4,29;Financeiros;15,92;Soc. Crédito e Financiamento;45.803;599.128.000;30/09/2019;-;102.943.000;8,31;0,70;0,64;9,16;-;-;-;-;-;0,0%;-;0,0%;-;-;0,6%;7,6%;-;-;-;-;-0,8%;-;5.968.130.000;4.315.920.000;4.624.200.000;942.527.000;80.861.000;14.383.000;19.256.000
CRIV4;6,92;PN;21/02/2020;ALFA FINANCEIRA PN;5,23;Financeiros;7,48;Soc. Crédito e Financiamento;42.584;712.366.000;30/09/2019;-;102.943.000;9,88;0,70;0,76;9,16;-;-;-;-;-;0,0%;-;0,0%;-;-;5,9%;7,6%;-;-;-;-;-0,8%;-;5.968.130.000;4.315.920.000;4.624.200.000;942.527.000;80.861.000;14.383.000;19.256.000
CRPG3;29,00;ON;11/02/2020;CRISTAL ON;26,64;Químicos;34,94;Químicos Diversos;1.336;841.551.000;30/09/2019;662.251.000;29.019.000;6,30;4,60;1,45;20,06;8,12;27,0%;1,36;16,7%;1,12;21,5%;1,58;13,7%;1,99;18,8%;0,0%;22,9%;5,20;9,16;6,39;0,00;15,8%;0,82;754.297.000;2.620.000;181.920.000;-179.300.000;596.031.000;582.094.000;145.109.000;20.246.000;49.827.000
CRPG5;26,50;PNA;21/02/2020;CRISTAL PNA;20,00;Químicos;33,43;Químicos Diversos;480.399;769.004.000;30/09/2019;589.704.000;29.019.000;5,76;4,60;1,32;20,06;7,42;27,0%;1,24;16,7%;1,02;21,5%;1,45;13,7%;1,81;18,8%;2,3%;22,9%;4,63;9,16;5,69;0,00;15,8%;0,82;754.297.000;2.620.000;181.920.000;-179.300.000;596.031.000;582.094.000;145.109.000;20.246.000;49.827.000
CRPG6;26,49;PNB;21/02/2020;CRISTAL PNB;20,15;Químicos;33,44;Químicos Diversos;56.473;768.713.000;30/09/2019;589.413.000;29.019.000;5,76;4,60;1,32;20,06;7,41;27,0%;1,24;16,7%;1,02;21,5%;1,45;13,7%;1,81;18,8%;2,3%;22,9%;4,63;9,16;5,68;0,00;15,8%;0,82;754.297.000;2.620.000;181.920.000;-179.300.000;596.031.000;582.094.000;145.109.000;20.246.000;49.827.000
CSAB3;50,00;ON;17/02/2020;COMPANHIA DE SEGUROS ALIANÇA DA BAHIA ON;41,99;Previdência e Seguros;50,00;Seguradoras;476;384.000.000;30/09/2019;-;7.680.000;0,00;0,00;0,00;0,00;-;-;-;-;-;-;-;0,0%;-;-;3,6%;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0
CSAB4;50,00;PN;17/02/2020;COMPANHIA DE SEGUROS ALIANÇA DA BAHIA PN;38,11;Previdência e Seguros;50,00;Seguradoras;882;384.000.000;30/09/2019;-;7.680.000;0,00;0,00;0,00;0,00;-;-;-;-;-;-;-;0,0%;-;-;4,0%;-;-;-;-;-;-;-;0;0;0;0;0;0;0;0;0
CSAN3;79,60;ON;21/02/2020;COSAN SA INDUSTRIA E COMERCIO ON;40,53;Alimentos;84,20;Açucar e Alcool;120.990.000;31.379.100.000;31/12/2019;38.717.400.000;394.210.000;12,94;6,15;2,97;26,77;15,23;29,3%;2,31;15,2%;0,95;18,3%;6,07;6,3%;-3,00;8,2%;1,3%;23,0%;14,72;1,84;18,79;1,27;14,2%;0,41;32.865.100.000;13.415.000.000;6.076.640.000;7.338.310.000;11.336.700.000;10.553.700.000;-3.176.630.000;191.963.000;-40.892.200
CSMG3;67,21;ON;21/02/2020;COPASA MG ON;54,57;Água e Saneamento;73,59;Água e Saneamento;40.226.700;8.518.930.000;30/09/2019;11.391.200.000;126.751.000;12,58;5,34;1,29;52,14;7,27;40,9%;1,70;23,4%;0,74;13,5%;11,52;10,2%;-2,90;10,9%;2,6%;10,2%;6,46;1,63;9,73;0,51;6,9%;0,44;11.457.700.000;3.366.470.000;494.249.000;2.872.220.000;1.905.990.000;6.609.220.000;1.333.490.000;345.874.000;193.293.000
CSNA3;13,13;ON;21/02/2020;CSN ON;11,28;Siderurgia e Metalurgia;17,84;Siderurgia;156.133.000;18.218.200.000;30/09/2019;44.903.400.000;1.387.520.000;7,39;1,78;2,06;6,37;3,38;32,6%;0,73;21,6%;0,36;11,5%;26,24;10,6%;-0,65;12,0%;7,2%;27,9%;6,64;1,06;8,33;3,31;13,4%;0,49;50.897.500.000;29.277.300.000;2.592.020.000;26.685.300.000;12.968.600.000;8.838.390.000;6.006.390.000;1.068.700.000;-992.958.000
CSRN3;20,90;ON;18/02/2020;COSERN ON;14,88;Energia Elétrica;20,90;Energia Elétrica;4.309;3.512.750.000;31/12/2019;4.951.600.000;168.074.000;12,86;1,62;3,34;6,26;8,24;21,8%;1,34;16,2%;0,86;10,4%;8,65;10,5%;-1,70;11,9%;5,5%;26,0%;9,52;1,76;11,62;1,60;11,5%;0,65;4.062.420.000;1.682.560.000;243.703.000;1.438.850.000;942.677.000;1.052.220.000;1.293.080.000;229.096.000;150.116.000
CSRN5;21,00;PNA;14/01/2020;COSERN PNA;15,33;Energia Elétrica;21,00;Energia Elétrica;51;3.529.550.000;31/12/2019;4.968.410.000;168.074.000;12,92;1,62;3,35;6,26;8,28;21,8%;1,35;16,2%;0,87;10,4%;8,69;10,5%;-1,71;11,9%;6,0%;26,0%;9,55;1,76;11,66;1,60;11,5%;0,65;4.062.420.000;1.682.560.000;243.703.000;1.438.850.000;942.677.000;1.052.220.000;1.293.080.000;229.096.000;150.116.000
CSRN6;19,06;PNB;23/01/2020;COSERN PNB;14,75;Energia Elétrica;19,06;Energia Elétrica;93;3.203.490.000;31/12/2019;4.642.340.000;168.074.000;11,73;1,62;3,04;6,26;7,52;21,8%;1,22;16,2%;0,79;10,4%;7,89;10,5%;-1,55;11,9%;6,6%;26,0%;8,92;1,76;10,89;1,60;11,5%;0,65;4.062.420.000;1.682.560.000;243.703.000;1.438.850.000;942.677.000;1.052.220.000;1.293.080.000;229.096.000;150.116.000
CTKA3;12,74;ON;21/02/2020;KARSTEN ON;4,12;Tecidos, Vestuário e Calçados;18,00;Fios e Tecidos;12.643;79.051.700;30/09/2019;637.042.000;6.205.000;-0,98;-12,98;-0,24;-54,06;3,45;41,4%;0,24;7,1%;0,22;-24,9%;-0,18;6,3%;-0,16;7,1%;0,0%;24,0%;19,11;0,32;27,83;-1,70;4,3%;0,89;363.025.000;570.653.000;12.663.000;557.990.000;210.626.000;-335.439.000;80.423.000;3.475.000;-28.487.000
CTKA4;15,58;PN;21/02/2020;KARSTEN PN;3,02;Tecidos, Vestuário e Calçados;18,10;Fios e Tecidos;44.222;96.673.900;30/09/2019;654.664.000;6.205.000;-1,20;-12,98;-0,29;-54,06;4,22;41,4%;0,30;7,1%;0,27;-24,9%;-0,22;6,3%;-0,20;7,1%;0,0%;24,0%;19,64;0,32;28,60;-1,70;4,3%;0,89;363.025.000;570.653.000;12.663.000;557.990.000;210.626.000;-335.439.000;80.423.000;3.475.000;-28.487.000
CTNM3;14,60;ON;19/02/2020;COTEMINAS ON;9,50;Tecidos, Vestuário e Calçados;17,59;Fios e Tecidos;29.550;447.286.000;30/09/2019;1.742.270.000;30.636.000;4,41;3,31;0,43;33,59;1,23;34,9%;0,38;30,7%;0,10;17,6%;1,89;8,4%;-0,48;9,3%;0,0%;9,8%;3,67;1,18;4,80;1,49;-14,3%;0,27;4.345.160.000;1.535.170.000;240.186.000;1.294.990.000;1.578.620.000;1.028.930.000;496.693.000;31.698.000;-53.697.000
CTNM4;9,21;PN;21/02/2020;COTEMINAS PN;8,00;Tecidos, Vestuário e Calçados;11,94;Fios e Tecidos;702.802;282.158.000;30/09/2019;1.577.140.000;30.636.000;2,78;3,31;0,27;33,59;0,78;34,9%;0,24;30,7%;0,06;17,6%;1,19;8,4%;-0,30;9,3%;0,0%;9,8%;3,32;1,18;4,34;1,49;-14,3%;0,27;4.345.160.000;1.535.170.000;240.186.000;1.294.990.000;1.578.620.000;1.028.930.000;496.693.000;31.698.000;-53.697.000
CTSA3;7,30;ON;21/02/2020;SANTANENSE ON;4,23;Tecidos, Vestuário e Calçados;8,36;Fios e Tecidos;51.767;286.883.000;30/09/2019;527.111.000;39.299.000;4,67;1,56;1,00;7,29;7,76;20,6%;0,62;8,0%;0,47;13,2%;6,04;6,0%;-5,06;6,5%;4,4%;21,4%;10,74;1,21;14,26;0,87;6,9%;0,76;612.741.000;249.797.000;9.569.000;240.228.000;269.370.000;286.680.000;120.406.000;12.708.000;4.446.000
CTSA4;7,20;PN;21/02/2020;SANTANENSE PN;5,02;Tecidos, Vestuário e Calçados;8,39;Fios e Tecidos;13.200;282.953.000;30/09/2019;523.181.000;39.299.000;4,61;1,56;0,99;7,29;7,65;20,6%;0,61;8,0%;0,46;13,2%;5,96;6,0%;-4,99;6,5%;4,9%;21,4%;10,66;1,21;14,15;0,87;6,9%;0,76;612.741.000;249.797.000;9.569.000;240.228.000;269.370.000;286.680.000;120.406.000;12.708.000;4.446.000
CVCB3;30,88;ON NM;21/02/2020;CVC BRASIL ON NM;30,88;Viagens e Lazer;60,31;Viagens e Turismo;103.910.000;4.611.280.000;30/09/2019;5.741.710.000;149.329.000;19,09;1,62;3,36;9,18;6,54;88,6%;2,33;35,6%;0,67;11,6%;2,77;10,2%;-8,93;12,2%;1,4%;17,6%;6,80;1,49;8,14;1,13;22,8%;0,29;6.931.810.000;1.542.310.000;411.883.000;1.130.430.000;5.026.740.000;1.370.930.000;449.622.000;189.093.000;79.537.000
CYRE3;33,85;PN;21/02/2020;CYRELA BRAZIL REALTY PN;14,23;Construção e Engenharia;34,38;Construção Civil;133.542.000;13.531.300.000;30/09/2019;14.477.400.000;399.743.000;35,35;0,96;2,65;12,79;31,90;28,9%;3,36;10,5%;1,36;11,9%;3,61;4,3%;10,74;5,1%;5,4%;7,5%;31,11;2,88;34,14;0,48;-5,8%;0,40;9.971.370.000;2.436.590.000;1.490.460.000;946.137.000;5.750.560.000;5.112.190.000;934.759.000;88.871.000;104.382.000
DASA3;67,00;ON;20/02/2020;DIAGNOSTICOS DA AMERICA SA ON;27,77;Saúde;67,00;Serviços Médico - Hospitalares, Análises e Diagnósticos;15.525;32.214.500.000;30/09/2019;34.120.100.000;480.814.000;253,57;0,26;9,03;7,42;89,39;35,1%;7,60;8,5%;3,61;3,1%;41,96;4,0%;-10,35;4,6%;0,6%;3,6%;44,17;1,52;94,68;0,75;12,2%;0,48;8.919.710.000;2.668.860.000;763.313.000;1.905.540.000;2.246.730.000;3.569.130.000;1.170.140.000;158.569.000;41.867.000
DIRR3;17,09;ON NM;21/02/2020;Direcional Engenharia ON NM;7,80;Construção e Engenharia;18,39;Construção Civil;18.318.700;2.621.590.000;30/09/2019;2.724.670.000;153.399.000;28,98;0,59;2,01;8,49;11,84;31,7%;1,77;14,9%;0,56;7,3%;1,38;4,7%;-3,07;5,9%;5,1%;6,9%;10,66;4,72;12,30;0,71;-7,4%;0,32;4.670.510.000;923.156.000;820.075.000;103.081.000;2.408.810.000;1.302.000.000;367.239.000;57.273.000;25.951.000
DMMO3;1,54;ON;21/02/2020;DOMMO ON;1,54;Petróleo, Gás e Biocombustíveis;10,40;Exploração e/ou Refino e Distribuição;16.285.200;415.862.000;30/09/2019;240.507.000;270.040.000;-0,93;-1,66;-0,88;-1,76;19,72;17,1%;0,86;4,3%;0,29;-92,5%;-2,05;1,5%;-0,25;1,7%;0,0%;94,7%;2,86;0,54;11,41;-;-2,4%;0,34;1.433.110.000;0;175.355.000;-175.355.000;236.050.000;-474.698.000;87.589.000;-5.961.000;-98.533.000
DOHL3;10,80;ON;27/01/2020;DOHLER ON;8,20;Tecidos, Vestuário e Calçados;10,80;Fios e Tecidos;51;653.573.000;30/09/2019;623.052.000;60.516.000;59,35;0,18;1,14;9,51;55,72;24,0%;1,32;2,4%;0,89;2,2%;2,20;1,6%;3,25;1,8%;0,0%;1,9%;23,19;5,57;53,12;0,06;6,0%;0,67;736.848.000;33.551.000;64.072.000;-30.521.000;362.419.000;575.310.000;136.652.000;4.457.000;4.001.000
DOHL4;6,70;PN;20/02/2020;DOHLER PN;6,31;Tecidos, Vestuário e Calçados;7,99;Fios e Tecidos;36.406;405.457.000;30/09/2019;374.936.000;60.516.000;36,82;0,18;0,70;9,51;34,57;24,0%;0,82;2,4%;0,55;2,2%;1,36;1,6%;2,02;1,8%;0,0%;1,9%;13,95;5,57;31,96;0,06;6,0%;0,67;736.848.000;33.551.000;64.072.000;-30.521.000;362.419.000;575.310.000;136.652.000;4.457.000;4.001.000
DTCY3;6,00;ON;17/02/2020;DTCOM ON;2,20;Serviços;6,16;Serviços Diversos;18.863;46.734.000;30/09/2019;50.706.000;7.789.000;-26,81;-0,22;-52,99;-0,11;36,68;52,0%;3,65;9,9%;1,54;-13,6%;-5,10;4,2%;-1,81;4,9%;0,0%;197,6%;17,35;0,37;39,80;-5,62;2,6%;0,42;30.398.000;4.959.000;987.000;3.972.000;5.476.000;-882.000;3.030.000;-1.006.000;-1.816.000
DTEX3;18,95;ON NM;21/02/2020;DURATEX ON NM;8,58;Madeira e Papel;19,30;Madeira;60.915.300;13.109.300.000;31/12/2019;14.814.600.000;691.785.000;32,32;0,59;2,66;7,13;37,87;25,8%;2,62;6,9%;1,22;8,1%;9,61;3,2%;-5,78;3,9%;2,0%;8,2%;13,90;1,63;42,80;0,60;7,3%;0,47;10.714.700.000;2.948.540.000;1.243.220.000;1.705.320.000;3.514.050.000;4.930.860.000;1.486.160.000;44.493.000;284.698.000
EALT3;13,00;ON;20/02/2020;ELECTRO AÇO ALTONA S/A ON;4,92;Máquinas e Equipamentos;25,90;Máqs. e Equips. Construção e Agrícolas;8.632;292.500.000;30/09/2019;362.168.000;22.500.000;16,57;0,78;1,77;7,36;13,43;19,7%;0,99;7,4%;0,79;6,0%;17,81;5,9%;-3,77;6,4%;1,0%;10,7%;12,35;1,15;16,63;0,50;22,4%;0,80;370.647.000;82.111.000;12.443.000;69.668.000;127.456.000;165.525.000;65.473.000;8.442.000;4.648.000
EALT4;7,13;PN;21/02/2020;ELECTRO AÇO ALTONA S/A PN;4,34;Máquinas e Equipamentos;7,70;Máqs. e Equips. Construção e Agrícolas;560.038;160.425.000;30/09/2019;230.093.000;22.500.000;9,09;0,78;0,97;7,36;7,37;19,7%;0,54;7,4%;0,43;6,0%;9,77;5,9%;-2,07;6,4%;2,0%;10,7%;7,85;1,15;10,57;0,50;22,4%;0,80;370.647.000;82.111.000;12.443.000;69.668.000;127.456.000;165.525.000;65.473.000;8.442.000;4.648.000
ECOR3;17,37;ON NM;21/02/2020;ECORODOVIAS ON NM;8,05;Transporte;19,10;Exploração de Rodovias;53.749.000;9.704.600.000;31/12/2019;16.365.200.000;558.699.000;-52,33;-0,33;21,31;0,82;8,07;38,0%;2,46;30,4%;0,84;-4,7%;-5,77;10,4%;-1,11;12,8%;0,0%;-40,7%;9,24;0,58;13,61;19,06;7,6%;0,34;11.542.500.000;8.679.110.000;2.018.540.000;6.660.570.000;2.327.040.000;455.351.000;1.121.650.000;315.091.000;76.225.000
ECPR3;78,20;ON;03/02/2020;ENCORPAR ON;60,53;Tecidos, Vestuário e Calçados;87,88;Fios e Tecidos;747;148.580.000;30/09/2019;147.305.000;1.900.000;7,57;10,33;0,76;102,65;-99,05;-;-;-;0,48;0,0%;-;-0,5%;-;-;2,6%;10,1%;-98,60;-;-98,20;-;-;-;310.615.000;0;1.275.000;-1.275.000;3.164.000;195.042.000;0;-394.000;-14.759.000
ECPR4;81,00;PN;28/01/2020;ENCORPAR PN;76,00;Tecidos, Vestuário e Calçados;97,77;Fios e Tecidos;1.189;153.900.000;30/09/2019;152.625.000;1.900.000;7,84;10,33;0,79;102,65;-102,60;-;-;-;0,50;0,0%;-;-0,5%;-;-;2,7%;10,1%;-102,16;-;-101,75;-;-;-;310.615.000;0;1.275.000;-1.275.000;3.164.000;195.042.000;0;-394.000;-14.759.000
EEEL3;479,99;ON N1;21/02/2020;CEEE ON N1;187,73;;480,00;;23.297;4.646.780.000;30/09/2019;4.781.930.000;9.681.000;13,88;34,58;1,75;275,01;11,80;44,8%;4,24;36,0%;0,89;30,4%;4,36;7,5%;-4,78;8,3%;3,0%;12,6%;11,31;3,02;12,14;0,23;8,8%;0,21;5.243.360.000;601.913.000;466.764.000;135.149.000;1.593.620.000;2.662.330.000;303.563.000;142.660.000;89.435.000
EEEL4;547,50;PN N1;06/02/2020;CEEE PN N1;234,13;;547,50;;2.555;5.300.350.000;30/09/2019;5.435.500.000;9.681.000;15,83;34,58;1,99;275,01;13,46;44,8%;4,84;36,0%;1,01;30,4%;4,97;7,5%;-5,45;8,3%;2,9%;12,6%;12,86;3,02;13,80;0,23;8,8%;0,21;5.243.360.000;601.913.000;466.764.000;135.149.000;1.593.620.000;2.662.330.000;303.563.000;142.660.000;89.435.000
EGIE3;50,14;ON;21/02/2020;ENGIE BRASIL ON;38,17;Energia Elétrica;54,10;Energia Elétrica;68.994.100;40.910.600.000;31/12/2019;51.803.400.000;815.928.000;17,71;2,83;5,85;8,57;10,49;42,3%;4,17;39,8%;1,36;23,6%;53,41;12,9%;-2,50;15,3%;3,2%;33,0%;10,88;1,13;13,29;2,11;12,0%;0,33;30.135.600.000;14.763.100.000;3.870.260.000;10.892.800.000;6.745.670.000;6.995.150.000;2.795.120.000;988.818.000;617.228.000
EKTR3;21,60;ON;20/02/2020;ELEKTRO ELETRICIDADE E SERVIÇOS S.A. ON;17,48;Energia Elétrica;24,72;Energia Elétrica;1.161;4.185.190.000;31/12/2019;7.208.920.000;193.759.000;8,46;2,55;1,57;13,76;4,10;18,8%;0,62;15,1%;0,53;7,3%;4,83;13,0%;-1,58;15,8%;1,7%;18,6%;5,81;1,51;7,06;1,37;6,8%;0,86;7.881.510.000;3.648.260.000;624.539.000;3.023.720.000;2.559.770.000;2.666.750.000;3.560.740.000;605.975.000;304.966.000
EKTR4;23,00;PN;21/02/2020;ELEKTRO ELETRICIDADE E SERVIÇOS S.A. PN;16,81;Energia Elétrica;26,47;Energia Elétrica;7.756;4.456.460.000;31/12/2019;7.480.180.000;193.759.000;9,00;2,55;1,67;13,76;4,36;18,8%;0,66;15,1%;0,57;7,3%;5,15;13,0%;-1,68;15,8%;1,8%;18,6%;6,02;1,51;7,32;1,37;6,8%;0,86;7.881.510.000;3.648.260.000;624.539.000;3.023.720.000;2.559.770.000;2.666.750.000;3.560.740.000;605.975.000;304.966.000
ELEK3;19,50;ON;12/02/2020;ELEKEIROZ S/A ON;10,81;Químicos;19,50;Petroquímicos;2.670;613.958.000;31/12/2019;729.551.000;31.485.000;10,44;1,87;2,63;7,40;30,37;12,1%;0,61;2,0%;1,19;5,8%;4,34;3,9%;64,23;4,8%;2,2%;25,2%;19,29;1,93;36,09;0,68;6,6%;1,95;516.201.000;159.280.000;43.687.000;115.593.000;292.633.000;233.127.000;210.049.000;-5.882.000;11.123.000
ELEK4;18,22;PN;21/02/2020;ELEKEIROZ S/A PN;10,79;Químicos;18,82;Petroquímicos;12.789;573.657.000;31/12/2019;689.250.000;31.485.000;9,75;1,87;2,46;7,40;28,38;12,1%;0,57;2,0%;1,11;5,8%;4,06;3,9%;60,01;4,8%;2,4%;25,2%;18,23;1,93;34,10;0,68;6,6%;1,95;516.201.000;159.280.000;43.687.000;115.593.000;292.633.000;233.127.000;210.049.000;-5.882.000;11.123.000
ELET3;37,66;ON;21/02/2020;ELETROBRÁS ON;30,10;Energia Elétrica;46,83;Energia Elétrica;180.994.000;59.085.900.000;30/09/2019;96.831.800.000;1.568.930.000;3,01;12,52;0,94;40,19;4,11;106,9%;3,80;92,4%;0,33;126,7%;4,22;8,1%;-0,79;8,9%;1,9%;31,2%;6,02;1,56;6,74;0,80;-16,3%;0,09;177.207.000.000;50.398.200.000;12.652.400.000;37.745.800.000;38.819.300.000;63.049.800.000;7.291.330.000;1.855.710.000;651.042.000
ELET5;47,00;PNA;17/02/2020;ELETROBRÁS PNA;39,50;Energia Elétrica;56,40;Energia Elétrica;1.205;73.739.800.000;30/09/2019;111.486.000.000;1.568.930.000;3,75;12,52;1,17;40,19;5,13;106,9%;4,74;92,4%;0,42;126,7%;5,26;8,1%;-0,99;8,9%;0,0%;31,2%;6,93;1,56;7,76;0,80;-16,3%;0,09;177.207.000.000;50.398.200.000;12.652.400.000;37.745.800.000;38.819.300.000;63.049.800.000;7.291.330.000;1.855.710.000;651.042.000
ELET6;39,73;PNB;21/02/2020;ELETROBRÁS PNB;32,14;Energia Elétrica;47,27;Energia Elétrica;99.037.700;62.333.600.000;30/09/2019;100.079.000.000;1.568.930.000;3,17;12,52;0,99;40,19;4,34;106,9%;4,01;92,4%;0,35;126,7%;4,45;8,1%;-0,83;8,9%;3,0%;31,2%;6,22;1,56;6,97;0,80;-16,3%;0,09;177.207.000.000;50.398.200.000;12.652.400.000;37.745.800.000;38.819.300.000;63.049.800.000;7.291.330.000;1.855.710.000;651.042.000
EMAE4;39,03;PN;21/02/2020;EMAE PN;20,27;Energia Elétrica;39,69;Energia Elétrica;510.263;1.442.040.000;30/09/2019;1.182.350.000;36.947.000;12,77;3,06;1,57;24,87;62,21;13,5%;3,09;5,0%;0,99;24,2%;3,57;1,6%;-151,03;2,1%;1,7%;12,3%;41,08;4,42;51,01;0,08;20,8%;0,32;1.450.770.000;74.881.000;334.570.000;-259.689.000;522.335.000;918.883.000;110.115.000;10.968.000;16.148.000
